Bird ID,Latitude,Longitude
51614,17.4101,-92.9466
51614,17.4111,-92.94897
51614,17.4103,-92.94769
51614,17.41037,-92.94808
51614,17.41038,-92.94806
51614,17.41045,-92.94813
51614,17.41031,-92.94774
51614,17.41038,-92.94812
51614,17.41026,-92.94833
51614,17.41038,-92.9462
51614,17.41039,-92.94829
51614,17.41001,-92.9486
51614,17.41032,-92.94862
51614,17.4103,-92.94619
51614,17.41017,-92.94875
51614,17.41036,-92.94827
51614,17.41058,-92.94808
51614,17.4104,-92.94716
51614,17.41042,-92.94835
51614,17.41076,-92.94693
51614,17.41067,-92.94685
51614,17.41077,-92.94709
51614,26.93616,-98.74348
51614,33.70127,-86.76823
51614,33.70172,-86.769
51614,41.24383,-77.76839
51614,41.24319,-77.77641
51614,41.24428,-77.77538
51614,41.24404,-77.77394
51614,41.24224,-77.77542
51614,41.2429,-77.77542
51614,41.24298,-77.77597
51616,41.3939,-77.80547
51616,41.39514,-77.80617
51616,41.39524,-77.80605
51616,41.39448,-77.80739
51616,41.3945,-77.80798
51616,41.39845,-77.80628
51616,41.39684,-77.80712
51616,41.39578,-77.80848
51616,41.39434,-77.80508
51616,41.39386,-77.80528
51616,41.39432,-77.80536
51616,41.39358,-77.80496
51616,41.3956,-77.80587
51616,41.39355,-77.80528
51616,41.39495,-77.80795
51616,41.39502,-77.80798
51616,41.39424,-77.80921
51616,41.39433,-77.80912
51616,41.39442,-77.80883
51616,41.39428,-77.80878
51616,41.39455,-77.80913
51616,41.39358,-77.80523
51616,41.30942,-78.77057
51616,38.8708,-82.5826
51616,38.87031,-82.58226
51616,32.51313,-90.90953
51616,30.01411,-94.67988
51616,29.55331,-95.01805
51616,16.51505,-91.59363
51616,16.51651,-91.59366
51616,16.51566,-91.59198
51616,16.51578,-91.59217
51616,16.51503,-91.5937
51616,16.51504,-91.59352
51616,16.51589,-91.592
51616,16.51564,-91.59211
51616,16.51494,-91.59358
51616,16.515,-91.59368
51616,16.51564,-91.59281
51616,16.51635,-91.59277
51616,16.51512,-91.59344
51616,16.51559,-91.59295
51616,16.51576,-91.59288
51616,16.51559,-91.59318
51616,16.51574,-91.59298
51616,16.51572,-91.59297
51616,16.51484,-91.59513
51616,16.51574,-91.59282
51616,16.51611,-91.59275
51616,24.68277,-98.93726
51616,35.76164,-84.9079
51616,39.93396,-80.54961
51616,41.39272,-77.80503
51616,41.39277,-77.80613
51616,41.39353,-77.80715
51616,41.3946,-77.80648
51616,41.39493,-77.80594
51616,41.39255,-77.80765
51631,41.2728,-77.74735
51631,41.27562,-77.73569
51631,41.27791,-77.73496
51631,41.27786,-77.7346
51631,41.27762,-77.73538
51631,41.27272,-77.73171
51631,41.27883,-77.73546
51631,41.27781,-77.73618
51631,41.27787,-77.73621
51631,41.27827,-77.7359
51631,41.27751,-77.73617
51631,41.27843,-77.73813
51631,41.27789,-77.73639
51631,41.27869,-77.73754
51631,41.27687,-77.73991
51631,41.27849,-77.73731
51631,41.27701,-77.73944
51631,41.27881,-77.73785
51631,41.28274,-77.74197
51631,41.28271,-77.74202
51631,40.67459,-78.09173
51631,35.90977,-90.53593
51631,26.17494,-98.54014
51631,15.89599,-87.83201
51631,15.19836,-88.20927
51631,15.19847,-88.2087
51631,15.19931,-88.20914
51631,15.19921,-88.20821
51631,15.19845,-88.20866
51631,15.19867,-88.20872
51631,15.19898,-88.20856
51631,15.19882,-88.20854
51631,15.1985,-88.20869
51631,15.19864,-88.20868
51631,15.19849,-88.20863
51631,15.19848,-88.2087
51631,15.19846,-88.20879
51631,15.19876,-88.20893
51631,15.1999,-88.20892
51631,15.20003,-88.20917
51631,15.19987,-88.209
51631,15.20007,-88.20904
51631,15.19861,-88.20852
51631,15.19857,-88.20851
51631,15.1999,-88.20909
51631,15.19705,-88.20789
51631,24.09567,-99.43946
51631,29.98748,-96.92571
51631,41.27847,-77.73883
51631,41.27212,-77.74775
51631,41.27938,-77.74177
51631,41.27886,-77.74222
51631,41.27564,-77.7532
51631,41.27853,-77.75034
51631,41.27937,-77.74071
51619,41.38962,-77.81001
51619,41.39031,-77.8118
51619,41.39128,-77.81029
51619,41.39018,-77.80964
51619,41.39134,-77.81034
51619,41.39088,-77.81018
51619,41.39296,-77.80675
51619,41.38978,-77.80932
51619,41.39011,-77.80963
51619,41.39229,-77.81206
51619,41.39207,-77.81197
51619,41.39199,-77.81252
51619,41.39209,-77.81165
51619,41.39007,-77.80936
51619,41.38993,-77.81009
51619,41.39236,-77.81435
51619,41.39245,-77.81399
51619,41.38967,-77.8164
51619,41.39221,-77.81431
51619,41.39032,-77.81577
51619,41.39032,-77.81496
51619,41.3902,-77.81572
51619,41.39035,-77.81509
51619,40.81418,-78.74921
51619,36.7239,-90.52183
51619,28.19119,-97.82073
51619,17.0261,-92.48704
51619,17.02595,-92.48686
51619,17.02617,-92.48705
51619,17.02615,-92.4871
51619,17.02615,-92.48709
51619,17.02616,-92.48703
51619,17.02608,-92.48711
51619,17.02622,-92.48701
51619,17.02608,-92.487
51619,17.0259,-92.48677
51619,17.02605,-92.48696
51619,17.02606,-92.487
51619,17.02594,-92.48685
51619,17.02619,-92.48706
51619,17.02624,-92.48695
51619,17.02614,-92.48704
51619,17.02671,-92.48726
51619,17.02663,-92.48726
51619,17.02607,-92.48719
51619,17.02627,-92.48707
51619,17.02664,-92.48775
51619,17.02652,-92.4876
51619,17.02597,-92.48667
51619,23.64974,-99.22687
51619,32.29232,-88.86909
51619,41.39046,-77.81017
51619,41.3921,-77.81475
51619,41.38895,-77.81018
51619,41.3901,-77.80982
51619,41.38997,-77.80906
51619,41.39251,-77.81317
51619,41.39012,-77.8088
51627,40.87166,-78.06233
51627,40.8708,-78.06267
51627,40.86962,-78.06112
51627,40.87187,-78.06101
51627,40.8708,-78.05981
51627,40.86947,-78.06118
51627,40.87075,-78.06266
51627,40.8695,-78.06162
51627,40.86822,-78.05594
51627,40.86947,-78.06167
51627,40.87152,-78.06241
51627,40.86955,-78.05972
51627,40.8714,-78.06237
51627,40.86952,-78.06116
51627,40.86953,-78.06136
51627,40.86951,-78.06126
51627,40.8695,-78.06124
51627,40.86946,-78.05899
51627,40.86955,-78.05911
51627,40.8702,-78.05946
51627,40.86947,-78.06121
51627,40.86945,-78.06125
51627,40.87019,-78.05832
51627,40.87055,-78.06014
51627,37.59519,-86.90728
51627,32.90686,-90.29036
51627,17.62755,-91.89267
51627,15.0259,-89.45057
51627,15.20171,-89.49809
51627,15.01086,-89.45158
51627,15.00992,-89.45202
51627,15.01006,-89.4531
51627,15.01051,-89.45315
51627,15.01052,-89.45313
51627,15.01037,-89.45227
51627,15.00976,-89.45198
51627,15.01023,-89.45231
51627,15.49232,-89.68983
51627,15.4925,-89.69029
51627,15.49301,-89.68941
51627,15.47637,-89.67806
51627,15.49384,-89.69134
51627,15.49214,-89.69028
51627,15.49258,-89.68956
51627,15.4925,-89.69001
51627,15.49237,-89.69005
51627,28.40617,-98.33855
51627,40.86943,-78.0616
51627,40.87039,-78.06169
51627,40.86958,-78.05909
